,X[[i]]
2494,18508
2495,39456
2496,30055
2497,7858
2498,16088
2499,32448
2500,20688
2501,32637
2502,32447
2503,20688
2504,32447
2505,30494
2506,35003
2507,42768
2508,39456
2509,16088
2510,32448
2511,20688
2512,32637
2513,32447
2514,25670
2515,20688
2516,32447
2517,39711
2518,44459
2519,35003
2520,42768
2521,32448
2522,25670
2523,27407
2524,35003
2525,42768
2526,34753
2527,32448
2528,20688
2529,32637
2530,39711
2531,44459
2532,35003
2533,7858
2534,16088
2535,32637
2536,25670
2537,27407
2538,18508
2539,20688
2540,32447
2541,30494
2542,35003
2543,25910
2544,26856
2545,20688
2546,32637
2547,32447
2548,25670
2549,39711
2550,27407
2551,20688
2552,32637
2553,32447
2554,39711
2555,34626
2556,18508
2557,7858
2558,20688
2559,32637
2560,32447
2561,25670
2562,39711
2563,7858
2564,16088
2565,18508
2566,42768
2567,34753
2568,25910
2569,7858
2570,16088
2571,32448
2572,32637
2573,32447
2574,25670
2575,20688
2576,25670
2577,35003
2578,24329
2579,34753
2580,30668
2581,7858
2582,16088
2583,32448
2584,20688
2585,27407
2586,44459
2587,16088
2588,32448
2589,20688
2590,32447
2591,25670
2592,39711
2593,32448
2594,20688
2595,32637
2596,32447
2597,39711
2598,34626
2599,7858
2600,16088
2601,32448
2602,20688
2603,32637
2604,32447
2605,20688
2606,32447
2607,25670
2608,39711
2609,18508
2610,30494
2611,25670
2612,30494
2613,42768
2614,34753
2615,25910
2616,26856
2617,7858
2618,16088
2619,20688
2620,32637
2621,32447
2622,25670
2623,20688
2624,44459
2625,35003
2626,42768
2627,49950
2628,41633
2629,20688
2630,32637
2631,32447
2632,25670
2633,27407
2634,34626
2635,39711
2636,27407
2637,44459
2638,35003
2639,42768
2640,49950
2641,7858
2642,16088
2643,20688
2644,32637
2645,32447
2646,25670
2647,7858
2648,16088
2649,32448
2650,20688
2651,32637
2652,32447
2653,7858
2654,20688
2655,32637
2656,39711
2657,27407
2658,18508
2659,7858
2660,16088
2661,32448
2662,20688
2663,32637
2664,32447
2665,7858
2666,32447
2667,25670
2668,39711
2669,27407
2670,30494
2671,7858
2672,16088
2673,32637
2674,32447
2675,25670
2676,27407
2677,20688
2678,32637
2679,32447
2680,39711
2681,34626
2682,30494
2683,20688
2684,32447
2685,27407
2686,30494
2687,44459
2688,35003
2689,32448
2690,32637
2691,27407
2692,34626
2693,30494
2694,44459
2695,32448
2696,20688
2697,32637
2698,32447
2699,39711
2700,27407
2701,20688
2702,32447
2703,39711
2704,34626
2705,18508
2706,30494
2707,32637
2708,39711
2709,39456
2710,49950
2711,24329
2712,30668
2713,7858
2714,16088
2715,32448
2716,25670
2717,27407
2718,18508
2719,20688
2720,30494
2721,35003
2722,49950
2723,38015
2724,24329
2725,7858
2726,20688
2727,32637
2728,32447
2729,39711
2730,34626
2731,20688
2732,32637
2733,39711
2734,34626
2735,44459
2736,35003
2737,20688
2738,39711
2739,34626
2740,18508
2741,30494
2742,44459
2743,20688
2744,39711
2745,18508
2746,30494
2747,44459
2748,35003
2749,16088
2750,20688
2751,25670
2752,39711
2753,34626
2754,18508
2755,7858
2756,16088
2757,20688
2758,32637
2759,32447
2760,39711
2761,20688
2762,32637
2763,18508
2764,30494
2765,35003
2766,42768
2767,20688
2768,35003
2769,42768
2770,49950
2771,38015
2772,24329
2773,20688
2774,27407
2775,44459
2776,35003
2777,42768
2778,49950
2779,7858
2780,20688
2781,32637
2782,32447
2783,25670
2784,39711
2785,32448
2786,32637
2787,32447
2788,25670
2789,39711
2790,34626
2791,30494
2792,44459
2793,35003
2794,42768
2795,49950
2796,24329
2797,7858
2798,16088
2799,32448
2800,20688
2801,32637
2802,32447
2803,20688
2804,32447
2805,39711
2806,27407
2807,30494
2808,44459
2809,32448
2810,20688
2811,32637
2812,32447
2813,25670
2814,39711
2815,16088
2816,32448
2817,20688
2818,32637
2819,32447
2820,39711
2821,20688
2822,32637
2823,32447
2824,27407
2825,30494
2826,44459
2827,7858
2828,16088
2829,20688
2830,32447
2831,25670
2832,39711
2833,7858
2834,16088
2835,20688
2836,32637
2837,32447
2838,25670
2839,16088
2840,32448
2841,20688
2842,32637
2843,25670
2844,39711
2845,20688
2846,39711
2847,27407
2848,34626
2849,30494
2850,49950
2851,32637
2852,34626
2853,44459
2854,35003
2855,42768
2856,41633
2857,7858
2858,16088
2859,32637
2860,32447
2861,25670
2862,39711
2863,16088
2864,20688
2865,35003
2866,24329
2867,34753
2868,25910
2869,32447
2870,39711
2871,34626
2872,30494
2873,44459
2874,35003
2875,7858
2876,32448
2877,32637
2878,32447
2879,25670
2880,39711
2881,20688
2882,32637
2883,32447
2884,25670
2885,39711
2886,27407
2887,7858
2888,20688
2889,32637
2890,32447
2891,25670
2892,39711
2893,30494
2894,47638
2895,34753
2896,27488
2897,38747
2898,49994
2899,32448
2900,20688
2901,32637
2902,32447
2903,25670
2904,34626
2905,7858
2906,20688
2907,25670
2908,39711
2909,27407
2910,18508
2911,7858
2912,16088
2913,20688
2914,25670
2915,39711
2916,27407
2917,32448
2918,20688
2919,32637
2920,32447
2921,39711
2922,27407
2923,20688
2924,42768
2925,24329
2926,47638
2927,34914
2928,27488
2929,20688
2930,32447
2931,27407
2932,34626
2933,44459
2934,35003
2935,7858
2936,20688
2937,32637
2938,32447
2939,39711
2940,27407
2941,7858
2942,20688
2943,32637
2944,25670
2945,27407
2946,35003
2947,7858
2948,16088
2949,32448
2950,20688
2951,32637
2952,32447
2953,20688
2954,32637
2955,32447
2956,25670
2957,39711
2958,27407
2959,7858
2960,32448
2961,20688
2962,39711
2963,34626
2964,30494
2965,7858
2966,16088
2967,20688
2968,32637
2969,32447
2970,25670
2971,20688
2972,32447
2973,39711
2974,34626
2975,44459
2976,35003
2977,7858
2978,16088
2979,32448
2980,20688
2981,32447
2982,25670
2983,20688
2984,32637
2985,32447
2986,39711
2987,18508
2988,30494
2989,32637
2990,30494
2991,24329
2992,47638
2993,43044
2994,26856
2995,16088
2996,32448
2997,32447
2998,25670
2999,39711
3000,18508
3001,7858
3002,16088
3003,20688
3004,32637
3005,32447
3006,25670
3007,16088
3008,20688
3009,25670
3010,27407
3011,30494
3012,35003
3013,7858
3014,16088
3015,20688
3016,32637
3017,32447
3018,25670
3019,20688
3020,32637
3021,32447
3022,25670
3023,39711
3024,27407
3025,44459
3026,35003
3027,42768
3028,11579
3029,34914
3030,35619
3031,7858
3032,16088
3033,32448
3034,20688
3035,32637
3036,32447
3037,7858
3038,20688
3039,39711
3040,27407
3041,30494
3042,35003
3043,16088
3044,32448
3045,32637
3046,39711
3047,34626
3048,18508
3049,35003
3050,34914
3051,38747
3052,38652
3053,38756
3054,48185
3055,20688
3056,32447
3057,39711
3058,27407
3059,30494
3060,44459
3061,7858
3062,16088
3063,32448
3064,20688
3065,32637
3066,32447
3067,20688
3068,32447
3069,39711
3070,30494
3071,35003
3072,42768
3073,20688
3074,32637
3075,32447
3076,39711
3077,27407
3078,34626
3079,7858
3080,16088
3081,32448
3082,32637
3083,32447
3084,25670
3085,20688
3086,34626
3087,30494
3088,44459
3089,49950
3090,47638
3091,7858
3092,16088
3093,32448
3094,20688
3095,32637
3096,32447
3097,7858
3098,16088
3099,32448
3100,20688
3101,25670
3102,39711
3103,16088
3104,32448
3105,20688
3106,32637
3107,25670
3108,39711
3109,20688
3110,32637
3111,32447
3112,34626
3113,30494
3114,44459
3115,20688
3116,30494
3117,42768
3118,34753
3119,43044
3120,27488
3121,20688
3122,32637
3123,25670
3124,44459
3125,35003
3126,49950
3127,16088
3128,32448
3129,32637
3130,32447
3131,25670
3132,39711
3133,7858
3134,16088
3135,25670
3136,39711
3137,34626
3138,18508
3139,20688
3140,30494
3141,35003
3142,42768
3143,39456
3144,49950
3145,20688
3146,32637
3147,32447
3148,39711
3149,34626
3150,18508
3151,7858
3152,16088
3153,20688
3154,32447
3155,25670
3156,39711
3157,7858
3158,16088
3159,32448
3160,32637
3161,32447
3162,25670
3163,25670
3164,39711
3165,44459
3166,24329
3167,26856
3168,17306
3169,16088
3170,20688
3171,32637
3172,32447
3173,25670
3174,18508
3175,7858
3176,16088
3177,25670
3178,30494
3179,49950
3180,24329
3181,32448
3182,20688
3183,32447
3184,25670
3185,27407
3186,30494
3187,20688
3188,32637
3189,32447
3190,34626
3191,30494
3192,44459
3193,20688
3194,32637
3195,39711
3196,27407
3197,18508
3198,44459
3199,16088
3200,32448
3201,20688
3202,32637
3203,32447
3204,39711
3205,20688
3206,32637
3207,32447
3208,25670
3209,39711
3210,34626
3211,7858
3212,16088
3213,32448
3214,20688
3215,32637
3216,32447
3217,44459
3218,35003
3219,49950
3220,34753
3221,34914
3222,38652
3223,20688
3224,32447
3225,39711
3226,34626
3227,18508
3228,30494
3229,20688
3230,30494
3231,35003
3232,42768
3233,49950
3234,24329
3235,7858
3236,20688
3237,32637
3238,27407
3239,34626
3240,30494
3241,32448
3242,20688
3243,25670
3244,39711
3245,30494
3246,44459
3247,20688
3248,30494
3249,44459
3250,35003
3251,42768
3252,49950
3253,16088
3254,32448
3255,20688
3256,32637
3257,32447
3258,39711
3259,20688
3260,32447
3261,35003
3262,42768
3263,49950
3264,41633
3265,20688
3266,32637
3267,34626
3268,35003
3269,42768
3270,49950
3271,20688
3272,32637
3273,39711
3274,18508
3275,39456
3276,24329
3277,20688
3278,32637
3279,32447
3280,25670
3281,39711
3282,34626
3283,20688
3284,35003
3285,42768
3286,24329
3287,34753
3288,34914
3289,32447
3290,49950
3291,47638
3292,34914
3293,17306
3294,38652
3295,20688
3296,32447
3297,39711
3298,30494
3299,44459
3300,35003
3301,32637
3302,32447
3303,25670
3304,39711
3305,34626
3306,18508
3307,20688
3308,32637
3309,32447
3310,30494
3311,35003
3312,42768
3313,32448
3314,20688
3315,32637
3316,32447
3317,39711
3318,34626
3319,39711
3320,44459
3321,35003
3322,49950
3323,47638
3324,27488
3325,7858
3326,20688
3327,39711
3328,34626
3329,30494
3330,44459
3331,7858
3332,18508
3333,30494
3334,49950
3335,38015
3336,24329
3337,32448
3338,20688
3339,32447
3340,25670
3341,39711
3342,27407
3343,20688
3344,32637
3345,32447
3346,25670
3347,39711
3348,34626
3349,32448
3350,20688
3351,32637
3352,25670
3353,39711
3354,27407
3355,7858
3356,16088
3357,20688
3358,39711
3359,34626
3360,30494
3361,20688
3362,39711
3363,27407
3364,34626
3365,30494
3366,44459
3367,7858
3368,16088
3369,32448
3370,32637
3371,32447
3372,25670
3373,20688
3374,32447
3375,25670
3376,39711
3377,30494
3378,44459
3379,32637
3380,25670
3381,27407
3382,18508
3383,30494
3384,35003
3385,39711
3386,34626
3387,35003
3388,42768
3389,49950
3390,41633
3391,7858
3392,16088
3393,32637
3394,39711
3395,27407
3396,34626
3397,7858
3398,32448
3399,20688
3400,27407
3401,30494
3402,44459
3403,16088
3404,20688
3405,27407
3406,30494
3407,44459
3408,35003
3409,34914
3410,38747
3411,38756
3412,48185
3413,35596
3414,30886
3415,7858
3416,16088
3417,32637
3418,32447
3419,27407
3420,30494
3421,16088
3422,20688
3423,32637
3424,32447
3425,25670
3426,39711
3427,44459
3428,35003
3429,42768
3430,49950
3431,47638
3432,34914
3433,7858
3434,16088
3435,20688
3436,32447
3437,25670
3438,39711
3439,20688
3440,32637
3441,32447
3442,39711
3443,27407
3444,18508
3445,7858
3446,16088
3447,32448
3448,32637
3449,32447
3450,39711
3451,20688
3452,32637
3453,32447
3454,39711
3455,34626
3456,30494
3457,20688
3458,27407
3459,18508
3460,35003
3461,42768
3462,49950
3463,20688
3464,32637
3465,32447
3466,25670
3467,39711
3468,27407
3469,20688
3470,25670
3471,39711
3472,30494
3473,44459
3474,35003
3475,16088
3476,32448
3477,20688
3478,32637
3479,39711
3480,34626
3481,7858
3482,16088
3483,32637
3484,32447
3485,25670
3486,39711
3487,7858
3488,20688
3489,25670
3490,39711
3491,27407
3492,30494
3493,32448
3494,20688
3495,32637
3496,32447
3497,25670
3498,39711
3499,7858
3500,16088
3501,20688
3502,32637
3503,27407
3504,30494
3505,20688
3506,27407
3507,30494
3508,35003
3509,42768
3510,39456
3511,39711
3512,39456
3513,49950
3514,24329
3515,47638
3516,25910
3517,32447
3518,39711
3519,30494
3520,44459
3521,35003
3522,42768
3523,20688
3524,39711
3525,30494
3526,35003
3527,38015
3528,24329
3529,7858
3530,32448
3531,20688
3532,32637
3533,32447
3534,39711
3535,32448
3536,32637
3537,32447
3538,25670
3539,39711
3540,27407
3541,20688
3542,32637
3543,39711
3544,18508
3545,30494
3546,35003
3547,20688
3548,32637
3549,25670
3550,39711
3551,34626
3552,18508
3553,7858
3554,16088
3555,20688
3556,39711
3557,27407
3558,30494
3559,20688
3560,44459
3561,35003
3562,42768
3563,49950
3564,24329
3565,20688
3566,39711
3567,30494
3568,44459
3569,35003
3570,42768
3571,20688
3572,34626
3573,35003
3574,42768
3575,39456
3576,41633
3577,20688
3578,44459
3579,38015
3580,24329
3581,26856
3582,34914
3583,25670
3584,39711
3585,27407
3586,18508
3587,30494
3588,44459
3589,7858
3590,16088
3591,32448
3592,20688
3593,32637
3594,32447
3595,32448
3596,20688
3597,32637
3598,32447
3599,39711
3600,27407
3601,25670
3602,30494
3603,24329
3604,11579
3605,26856
3606,17306
3607,20688
3608,32637
3609,32447
3610,39711
3611,34626
3612,44459
3613,16088
3614,32448
3615,20688
3616,32637
3617,32447
3618,25670
3619,32448
3620,20688
3621,32637
3622,32447
3623,39711
3624,34626
3625,20688
3626,32637
3627,32447
3628,25670
3629,39711
3630,27407
3631,44459
3632,42768
3633,49950
3634,47638
3635,43044
3636,34914
3637,7858
3638,16088
3639,32448
3640,32637
3641,32447
3642,25670
3643,20688
3644,32637
3645,32447
3646,39711
3647,34626
3648,44459
3649,20688
3650,32637
3651,32447
3652,25670
3653,27407
3654,18508
3655,16088
3656,32448
3657,20688
3658,32447
3659,25670
3660,39711
3661,20688
3662,32637
3663,30494
3664,44459
3665,35003
3666,42768
3667,7858
3668,16088
3669,20688
3670,32637
3671,25670
3672,27407
3673,20688
3674,47638
3675,34753
3676,26856
3677,27488
3678,38652
3679,7858
3680,20688
3681,32447
3682,27407
3683,34626
3684,18508
3685,7858
3686,16088
3687,32448
3688,20688
3689,32637
3690,32447
3691,20688
3692,32447
3693,25670
3694,39711
3695,30494
3696,44459
3697,20688
3698,35003
3699,42768
3700,47638
3701,34753
3702,11579
3703,20688
3704,32447
3705,25670
3706,39711
3707,34626
3708,18508
3709,7858
3710,16088
3711,32448
3712,20688
3713,32637
3714,25670
3715,7858
3716,16088
3717,32448
3718,20688
3719,32637
3720,32447
3721,20688
3722,18508
3723,30494
3724,35003
3725,42768
3726,39456
3727,20688
3728,32637
3729,32447
3730,25670
3731,39711
3732,44459
3733,7858
3734,16088
3735,32637
3736,32447
3737,25670
3738,39711
3739,26055
3740,42684
3741,27585
3742,36057
3743,48185
3744,37785
3745,20688
3746,32637
3747,32447
3748,39711
3749,34626
3750,18508
3751,32448
3752,20688
3753,32637
3754,27407
3755,30494
3756,35003
3757,20688
3758,32447
3759,25670
3760,39711
3761,27407
3762,30494
3763,7858
3764,20688
3765,32447
3766,18508
3767,30494
3768,35003
3769,7858
3770,20688
3771,32637
3772,32447
3773,25670
3774,39711
3775,16088
3776,32448
3777,32637
3778,32447
3779,25670
3780,39711
3781,7858
3782,16088
3783,32448
3784,32637
3785,32447
3786,25670
3787,44459
3788,35003
3789,42768
3790,49950
3791,38015
3792,34753
3793,7858
3794,16088
3795,20688
3796,32447
3797,25670
3798,39711
3799,44459
3800,49950
3801,47638
3802,34753
3803,43044
3804,34914
3805,7858
3806,32448
3807,20688
3808,32637
3809,32447
3810,25670
3811,7858
3812,16088
3813,32448
3814,20688
3815,32637
3816,32447
3817,20688
3818,32637
3819,32447
3820,39711
3821,34626
3822,30494
3823,7858
3824,16088
3825,25670
3826,34626
3827,35003
3828,30055
3829,20688
3830,39711
3831,44459
3832,49950
3833,38015
3834,24329
3835,7858
3836,16088
3837,20688
3838,32637
3839,32447
3840,39711
3841,7858
3842,16088
3843,32448
3844,20688
3845,32637
3846,32447
3847,32447
3848,25670
3849,39711
3850,34626
3851,30494
3852,44459
3853,7858
3854,20688
3855,25670
3856,39711
3857,18508
3858,30494
3859,20688
3860,32447
3861,25670
3862,39711
3863,27407
3864,34626
3865,16088
3866,32448
3867,20688
3868,25670
3869,39711
3870,27407
3871,7858
3872,39711
3873,27407
3874,30494
3875,35003
3876,42768
3877,7858
3878,16088
3879,20688
3880,32637
3881,25670
3882,39711
3883,7858
3884,16088
3885,32637
3886,32447
3887,25670
3888,27407
3889,7858
3890,16088
3891,32447
3892,25670
3893,27407
3894,18508
3895,7858
3896,20688
3897,32637
3898,32447
3899,25670
3900,39711
3901,32448
3902,20688
3903,32637
3904,32447
3905,39711
3906,34626
3907,7858
3908,16088
3909,20688
3910,32637
3911,32447
3912,39711
3913,20688
3914,32637
3915,39711
3916,44459
3917,35003
3918,42768
3919,32637
3920,32447
3921,25670
3922,39711
3923,34626
3924,18508
3925,20688
3926,25670
3927,39711
3928,30494
3929,35003
3930,49950
3931,16088
3932,20688
3933,32637
3934,32447
3935,25670
3936,39711
3937,32448
3938,20688
3939,32637
3940,32447
3941,25670
3942,39711
3943,32447
3944,25670
3945,39711
3946,35003
3947,42768
3948,41633
3949,32637
3950,32447
3951,25670
3952,39711
3953,18508
3954,30494
3955,7858
3956,16088
3957,32448
3958,20688
3959,32637
3960,25670
3961,7858
3962,16088
3963,20688
3964,32637
3965,32447
3966,25670
3967,7858
3968,16088
3969,20688
3970,32637
3971,32447
3972,25670
3973,25670
3974,39711
3975,30494
3976,44459
3977,35003
3978,42768
3979,20688
3980,32637
3981,32447
3982,25670
3983,34626
3984,44459
3985,20688
3986,39711
3987,30494
3988,35003
3989,42768
3990,49950
3991,7858
3992,32637
3993,32447
3994,25670
3995,39711
3996,27407
3997,20688
3998,32447
3999,30494
4000,44459
4001,35003
4002,42768
4003,16088
4004,32448
4005,25670
4006,27407
4007,18508
4008,30494
4009,20688
4010,39711
4011,30494
4012,35003
4013,49950
4014,41633
4015,20688
4016,39711
4017,35003
4018,49950
4019,38015
4020,24329
4021,32448
4022,20688
4023,32637
4024,32447
4025,25670
4026,39711
4027,7858
4028,16088
4029,32448
4030,20688
4031,32637
4032,32447
4033,32637
4034,25670
4035,39711
4036,18508
4037,30494
4038,44459
4039,32448
4040,20688
4041,32637
4042,32447
4043,39711
4044,27407
4045,7858
4046,16088
4047,20688
4048,32637
4049,32447
4050,25670
4051,32448
4052,32637
4053,32447
4054,25670
4055,39711
4056,27407
4057,20688
4058,32637
4059,32447
4060,39711
4061,27407
4062,34626
4063,20688
4064,32637
4065,32447
4066,34626
4067,30494
4068,44459
4069,20688
4070,35003
4071,42768
4072,34753
4073,34914
4074,38747
4075,7858
4076,20688
4077,32637
4078,32447
4079,39711
4080,27407
4081,25670
4082,39711
4083,27407
4084,35003
4085,42768
4086,49950
4087,32448
4088,20688
4089,32637
4090,32447
4091,39711
4092,34626
4093,7858
4094,32448
4095,20688
4096,25670
4097,39711
4098,27407
4099,16088
4100,32448
4101,25670
4102,18508
4103,30494
4104,49950
4105,20688
4106,32637
4107,32447
4108,25670
4109,39711
4110,34626
4111,20688
4112,32637
4113,32447
4114,18508
4115,35003
4116,42768
4117,16088
4118,20688
4119,32637
4120,32447
4121,25670
4122,39711
4123,20688
4124,32637
4125,39711
4126,18508
4127,30494
4128,35003
4129,20688
4130,32637
4131,32447
4132,25670
4133,39711
4134,27407
4135,7858
4136,16088
4137,32637
4138,25670
4139,27407
4140,34626
4141,20688
4142,32637
4143,27407
4144,35003
4145,42768
4146,39456
4147,30494
4148,35003
4149,42768
4150,38015
4151,24329
4152,34753
4153,20688
4154,32637
4155,32447
4156,25670
4157,39711
4158,34626
4159,20688
4160,32447
4161,25670
4162,39711
4163,27407
4164,34626
4165,7858
4166,16088
4167,20688
4168,32637
4169,32447
4170,25670
4171,7858
4172,16088
4173,20688
4174,25670
4175,27407
4176,34626
4177,20688
4178,44459
4179,35003
4180,39456
4181,49950
4182,38015
4183,20688
4184,32637
4185,32447
4186,25670
4187,39711
4188,34626
4189,16088
4190,20688
4191,32637
4192,32447
4193,25670
4194,39711
4195,16088
4196,20688
4197,32447
4198,39711
4199,34626
4200,18508
4201,16088
4202,20688
4203,32637
4204,32447
4205,25670
4206,39711
4207,7858
4208,20688
4209,32637
4210,32447
4211,27407
4212,18508
4213,7858
4214,20688
4215,25670
4216,27407
4217,44459
4218,35003
4219,7858
4220,16088
4221,20688
4222,32637
4223,32447
4224,25670
4225,16088
4226,20688
4227,32447
4228,25670
4229,39711
4230,27407
4231,32448
4232,20688
4233,32447
4234,39711
4235,27407
4236,34626
4237,7858
4238,16088
4239,20688
4240,32637
4241,25670
4242,39711
4243,16088
4244,32448
4245,20688
4246,32637
4247,32447
4248,25670
4249,7858
4250,20688
4251,32637
4252,32447
4253,39711
4254,27407
4255,7858
4256,16088
4257,20688
4258,32637
4259,25670
4260,39711
4261,20688
4262,39711
4263,34753
4264,34914
4265,38652
4266,49994
4267,7858
4268,20688
4269,32447
4270,25670
4271,39711
4272,27407
4273,20688
4274,32637
4275,32447
4276,39711
4277,34626
4278,30494
4279,20688
4280,30494
4281,35003
4282,42768
4283,38015
4284,34753
4285,7858
4286,20688
4287,39711
4288,18508
4289,30494
4290,44459
4291,7858
4292,16088
4293,20688
4294,32637
4295,32447
4296,39711
4297,7858
4298,32637
4299,32447
4300,25670
4301,39711
4302,27407
4303,7858
4304,20688
4305,32637
4306,32447
4307,25670
4308,18508
4309,16088
4310,32448
4311,32637
4312,32447
4313,25670
4314,39711
4315,20688
4316,25670
4317,18508
4318,30494
4319,35003
4320,49950
4321,7858
4322,20688
4323,32637
4324,32447
4325,25670
4326,39711
4327,32448
4328,20688
4329,32447
4330,25670
4331,39711
4332,27407
4333,16088
4334,20688
4335,25670
4336,18508
4337,30494
4338,24329
4339,7858
4340,16088
4341,20688
4342,32447
4343,27407
4344,34626
4345,7858
4346,16088
4347,20688
4348,32637
4349,32447
4350,25670
4351,7858
4352,16088
4353,32448
4354,25670
4355,39711
4356,27407
4357,20688
4358,35003
4359,38015
4360,24329
4361,47638
4362,30668
4363,7858
4364,16088
4365,32637
4366,27407
4367,30494
4368,35003
4369,20688
4370,32637
4371,32447
4372,39711
4373,34626
4374,30494
4375,7858
4376,32448
4377,20688
4378,32637
4379,32447
4380,25670
4381,25670
4382,27407
4383,34626
4384,30494
4385,44459
4386,35003
4387,7858
4388,32448
4389,20688
4390,25670
4391,27407
4392,34626
4393,32637
4394,32447
4395,39711
4396,30494
4397,41633
4398,24329
4399,7858
4400,16088
4401,32448
4402,20688
4403,32447
4404,25670
4405,32448
4406,20688
4407,32637
4408,32447
4409,27407
4410,34626
4411,32448
4412,32447
4413,25670
4414,39711
4415,27407
4416,34626
4417,32448
4418,20688
4419,32637
4420,32447
4421,25670
4422,39711
4423,16088
4424,32637
4425,25670
4426,39711
4427,18508
4428,30494
4429,20688
4430,32447
4431,35003
4432,42768
4433,49950
4434,41633
4435,32447
4436,39711
4437,30494
4438,49950
4439,41633
4440,47638
4441,7858
4442,20688
4443,32637
4444,39711
4445,27407
4446,34626
4447,20688
4448,35003
4449,38015
4450,34753
4451,34914
4452,28842
4453,32448
4454,20688
4455,32637
4456,30494
4457,44459
4458,49950
4459,7858
4460,16088
4461,32448
4462,20688
4463,32637
4464,32447
4465,16088
4466,32447
4467,25670
4468,39711
4469,34626
4470,44459
4471,32448
4472,20688
4473,18508
4474,35003
4475,42768
4476,49950
4477,20688
4478,32637
4479,32447
4480,39711
4481,34626
4482,30494
4483,20688
4484,30494
4485,35003
4486,42768
4487,39456
4488,41633
4489,7858
4490,16088
4491,20688
4492,25670
4493,39711
4494,27407
4495,7858
4496,16088
4497,20688
4498,32637
4499,32447
4500,25670
4501,20688
4502,32637
4503,25670
4504,39711
4505,27407
4506,18508
4507,20688
4508,30494
4509,44459
4510,47638
4511,34753
4512,34914
4513,20688
4514,32637
4515,30494
4516,42768
4517,30668
4518,25663
4519,20688
4520,25670
4521,39711
4522,27407
4523,44459
4524,35003
4525,32447
4526,25670
4527,39711
4528,30494
4529,35003
4530,39456
4531,16088
4532,25670
4533,18508
4534,30494
4535,39456
4536,24329
4537,32448
4538,20688
4539,32637
4540,32447
4541,39711
4542,27407
4543,7858
4544,16088
4545,20688
4546,32637
4547,39711
4548,34626
4549,20688
4550,32637
4551,32447
4552,39711
4553,27407
4554,18508
4555,16088
4556,32448
4557,20688
4558,32637
4559,25670
4560,27407
4561,32448
4562,20688
4563,32637
4564,32447
4565,39711
4566,27407
4567,7858
4568,16088
4569,20688
4570,32637
4571,32447
4572,25670
4573,7858
4574,16088
4575,20688
4576,25670
4577,39711
4578,27407
4579,7858
4580,32448
4581,20688
4582,32637
4583,32447
4584,39711
4585,7858
4586,20688
4587,32637
4588,32447
4589,39711
4590,27407
4591,7858
4592,16088
4593,20688
4594,25670
4595,27407
4596,30494
4597,16088
4598,20688
4599,32447
4600,25670
4601,39711
4602,34626
4603,32448
4604,20688
4605,32637
4606,32447
4607,39711
4608,34626
4609,7858
4610,16088
4611,32637
4612,32447
4613,25670
4614,39711
4615,7858
4616,16088
4617,32448
4618,25670
4619,27407
4620,34626
4621,16088
4622,20688
4623,25670
4624,27407
4625,30494
4626,44459
4627,16088
4628,20688
4629,32637
4630,32447
4631,25670
4632,39711
4633,7858
4634,32637
4635,32447
4636,25670
4637,39711
4638,27407
4639,16088
4640,32637
4641,32447
4642,25670
4643,39711
4644,18508
4645,32448
4646,20688
4647,32637
4648,32447
4649,25670
4650,39711
4651,7858
4652,16088
4653,32637
4654,25670
4655,39711
4656,27407
4657,20688
4658,39711
4659,30494
4660,44459
4661,49950
4662,47638
4663,34914
4664,35596
4665,49123
4666,31762
4667,39605
4668,33059
4669,16088
4670,32448
4671,32637
4672,32447
4673,25670
4674,39711
4675,32448
4676,20688
4677,32637
4678,32447
4679,25670
4680,39711
4681,16088
4682,20688
4683,32447
4684,25670
4685,39711
4686,34626
4687,7858
4688,32448
4689,39711
4690,34626
4691,18508
4692,44459
4693,16088
4694,20688
4695,18508
4696,30494
4697,35003
4698,30055
4699,20688
4700,30494
4701,34753
4702,26856
4703,34914
4704,38747
4705,20688
4706,32637
4707,39711
4708,30494
4709,44459
4710,35003
4711,32448
4712,32637
4713,32447
4714,25670
4715,39711
4716,34626
4717,16088
4718,20688
4719,32447
4720,25670
4721,39711
4722,34626
4723,20688
4724,35003
4725,39456
4726,24329
4727,34753
4728,34914
4729,16088
4730,32448
4731,20688
4732,32637
4733,32447
4734,25670
4735,20688
4736,44459
4737,35003
4738,42768
4739,49950
4740,47638
4741,25670
4742,18508
4743,35003
4744,42768
4745,39456
4746,49950
4747,32448
4748,20688
4749,32637
4750,32447
4751,39711
4752,27407
4753,7858
4754,16088
4755,32448
4756,20688
4757,32637
4758,32447
4759,7858
4760,16088
4761,20688
4762,39711
4763,27407
4764,34626
4765,32447
4766,34626
4767,30494
4768,35003
4769,30055
4770,24329
4771,34626
4772,30494
4773,24329
4774,34753
4775,34914
4776,28842
4777,16088
4778,32448
4779,20688
4780,32637
4781,32447
4782,25670
4783,7858
4784,20688
4785,32447
4786,25670
4787,39711
4788,27407
4789,7858
4790,32448
4791,20688
4792,32637
4793,32447
4794,39711
4795,32448
4796,20688
4797,39711
4798,30494
4799,44459
4800,35003
4801,7858
4802,32447
4803,18508
4804,35003
4805,42768
4806,34753
4807,16088
4808,20688
4809,32637
4810,32447
4811,25670
4812,39711
4813,7858
4814,16088
4815,32448
4816,20688
4817,27407
4818,34626
4819,20688
4820,39711
4821,44459
4822,42768
4823,49950
4824,41633
4825,20688
